Date,DIF,DEA,MACD,CCI,W&R,S1,S2,SAR,RSI1,RSI2,K,D,J,BOLL,UPPER,LOWER,K1,D1,PDI,MDI,ADX,ADXR,DDI,ADDI,AD,PSY,TRIX,TRMA,end,begin,highest,lowest,closing_price_down,swing,contract_volume,contract_position,one,two,three,all_v,all_p,delta
35334,0.4629,0.4961,-0.0665,0.00,47.60,22.89,24.00,24.17,61.62,53.07,74.56,55.24,0.00,23.98,25.96,22.00,77.71,47.92,19.73,24.75,24.70,38.56,-0.19,-0.34,-0.46,41.67,-0.25,-0.25,24.16,24.32,24.62,24.12,-1.226492232,2.04415372,32435,86307,0.58,1.2,1.81,78846,317995,0.6
36475,0.2639,0.0327,0.4623,0.00,0.00,26.88,24.15,24.22,21.78,35.98,19.01,35.04,0.00,25.89,27.36,24.42,16.44,43.45,9.13,0.00,22.76,20.14,-0.37,-0.18,-0.03,25.00,0.00,0.14,24.33,24.46,24.64,24.01,-0.572129138,2.57458112,78868,107924,0.07,0.56,1.15,78868,328362,0.59
34852,0.0000,0.0000,-0.2133,-60.88,0.00,16.60,0.00,0.00,0.00,0.00,0.00,0.00,72.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,50.00,0.00,0.00,19.14,18.83,19.15,18.83,1.26984127,1.693121693,40793,74087,0.17,0.32,0.44,78870,267910,0.11
32687,-0.0172,-0.0617,0.0888,0.00,50.20,18.20,18.57,18.80,59.87,50.86,73.20,69.90,79.80,18.38,19.00,17.75,82.31,78.02,26.76,18.51,16.35,38.18,0.15,0.14,0.01,0.00,-0.25,-0.39,20.03,20.25,20.3,20,-2.197265625,1.46484375,40117,64960,0.77,1.28,1.62,78889,217769,0.31
33541,0.2386,0.3498,-0.2224,0.00,0.00,19.96,18.50,18.52,15.54,22.41,17.62,24.34,0.00,20.19,21.94,18.44,24.16,34.13,7.84,44.73,54.88,59.09,-0.51,-0.49,-0.47,0.00,-0.60,-0.58,23.11,23.27,23.38,23.08,0,1.298139334,46413,78432,0.19,0.42,0.68,78904,247785,0.14
33144,0.0000,0.0000,1.0468,112.64,7.52,34.70,0.00,0.00,0.00,0.00,0.00,0.00,19.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.00,41.67,0.00,0.00,39.51,39.8,39.95,38.65,-0.075872534,3.287809813,33781,74904,1.2,2.76,4.11,78951,231439,-0.83
35247,-0.0134,-0.1510,0.2753,0.00,22.71,21.78,21.90,22.30,52.75,55.26,56.18,70.92,0.00,21.59,23.37,19.81,66.93,81.20,35.04,14.91,66.66,51.70,0.22,0.37,0.49,66.67,0.28,0.16,21.53,21.02,21.65,20.98,2.915869981,3.202676864,34166,94276,0.93,1.67,2.18,78975,313524,-0.17
33308,0.0000,0.0000,0.3464,-26.79,66.92,20.84,0.00,0.00,0.00,0.00,0.00,0.00,40.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,58.33,0.00,0.00,18.99,18.85,19.23,18.75,-1.65717245,2.485758674,28439,52910,0.41,0.59,0.74,78995,249531,0.63
33451,0.0000,0.0000,-0.1253,-55.17,85.22,21.52,0.00,0.00,0.00,0.00,0.00,0.00,101.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,58.33,0.00,0.00,21.27,21.6,21.84,21.25,-1.891143911,2.721402214,47186,64920,0.08,0.12,0.21,79022,239841,-0.02
33795,0.0000,0.0000,-0.3329,-96.15,91.88,21.14,0.00,0.00,0.00,0.00,0.00,0.00,62.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,58.33,0.00,0.00,21.28,21.57,21.61,21.2,-0.560747664,1.91588785,30740,67071,0.07,0.08,0.09,79116,289279,-0.04
32694,0.0942,0.0043,0.1799,0.00,12.17,18.56,18.58,18.61,43.45,46.07,61.53,70.95,42.68,18.47,19.22,17.72,74.56,78.85,33.12,18.74,27.81,25.72,0.21,0.20,0.18,0.00,-0.10,-0.25,20.79,20.57,21.07,20.55,2.565367538,2.565367538,37053,0,0.9,1.52,1.93,79169,0,-0.74
33037,-0.4098,-0.4265,0.0334,0.00,0.00,21.15,23.75,24.49,94.77,88.10,80.97,82.93,0.00,19.71,23.58,15.83,87.08,80.69,61.19,6.38,70.75,63.14,0.84,0.73,0.68,0.00,1.00,0.77,17.58,17.28,17.74,17.17,0.399771559,3.255282696,31686,69142,-0.61,-1.02,-1.35,79205,282195,-0.67
34799,0.3156,0.2418,0.1477,0.00,23.71,19.82,18.70,18.90,28.94,35.64,26.05,30.63,0.00,19.64,20.67,18.60,19.65,27.90,12.92,31.55,47.21,35.02,-0.35,-0.42,-0.43,0.00,-0.16,-0.05,19.59,19.65,19.65,19.4,-0.406710727,1.270971022,32004,80075,0.1,0.33,0.55,79240,307570,0.28
34711,0.0000,0.0000,0.0892,64.57,0.00,18.73,0.00,0.00,0.00,0.00,0.00,0.00,55.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,41.67,0.00,0.00,17.72,17.7,17.83,17.58,0,1.410835214,29149,74037,0.08,0.12,0.14,79261,301717,-0.21
35607,-0.3595,-0.4239,0.1287,0.00,47.14,20.78,19.67,19.91,44.03,49.15,36.18,39.77,0.00,20.02,20.82,19.21,40.27,30.90,23.20,23.34,11.64,24.87,0.04,0.15,0.22,50.00,0.11,0.16,19.09,19.55,19.6,19.03,-2.202868852,2.920081967,42128,100072,-0.1,-0.21,-0.29,79299,304364,0.3
34593,0.0000,0.0000,-0.0415,-131.86,0.00,18.05,0.00,0.00,0.00,0.00,0.00,0.00,58.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,58.33,0.00,0.00,16.83,16.72,16.9,16.7,0.778443114,1.19760479,24146,44087,-0.17,-0.36,-0.51,79322,325343,0.38
34512,0.5056,0.5773,-0.1435,0.00,88.58,19.76,17.48,18.11,33.31,37.05,12.60,14.70,0.00,19.25,20.88,17.62,7.27,8.16,13.24,36.00,28.19,21.57,-0.79,-0.56,-0.37,0.00,-0.21,-0.02,19.01,19.31,19.54,18.9,-1.604554865,3.3126294,40221,91909,0.45,0.67,0.81,79328,333966,0.29
32576,0.0000,0.0000,0.0387,56.53,0.00,24.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,58.33,0.00,0.00,18.52,18.56,18.73,18.4,-0.107874865,1.779935275,27738,70790,0.44,0.75,1,79356,223593,0
33276,-1.5775,-1.6245,0.0940,0.00,0.00,20.42,19.18,19.70,48.82,47.21,24.40,31.19,0.00,19.85,20.79,18.92,17.57,27.48,21.37,21.49,4.43,16.47,-0.23,0.02,0.09,0.00,-0.10,-0.12,21.22,21.8,21.84,21.05,-1.256398325,3.676128432,35783,63886,1.3,2.03,2.51,79368,239382,0.67
34033,0.0000,0.0000,0.1369,105.89,16.15,20.35,0.00,0.00,0.00,0.00,0.00,0.00,75.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,25.00,0.00,0.00,20.93,21.09,21.14,20.9,-0.664451827,1.139060275,30930,86023,-0.04,-0.04,-0.02,79376,313914,-0.09
33336,-0.1578,-0.2667,0.2179,0.00,0.00,21.33,21.10,21.11,47.46,49.37,45.11,42.51,0.00,21.25,21.90,20.60,45.81,41.37,27.64,31.27,4.38,5.73,-0.15,-0.06,0.02,0.00,0.01,0.05,20.31,20.15,20.47,20.13,1.753507014,1.703406814,32703,64927,0.26,0.53,0.73,79455,268109,-0.09
33508,0.0000,0.0000,0.1118,135.89,13.83,23.35,0.00,0.00,0.00,0.00,0.00,0.00,24.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,0.00,0.00,25.00,0.00,0.00,22.32,22.23,22.45,22.21,0.4952724,1.080594327,38288,77038,0.09,0.3,0.51,79522,244106,0
33428,0.1208,-0.0344,0.3104,0.00,0.00,21.38,21.70,21.74,47.95,51.54,34.94,38.74,0.00,21.64,22.30,20.98,36.75,37.18,33.44,22.13,19.90,25.16,0.03,0.07,0.08,0.00,0.10,0.08,21.29,21.17,21.32,21,0.235404896,1.506591337,42323,62905,0.12,0.24,0.34,79538,254307,0.06
35977,-0.0883,-0.2838,0.3910,0.00,50.60,12.90,15.62,15.62,82.97,67.85,65.29,45.94,0.00,13.66,15.02,12.30,52.43,40.41,41.64,17.22,25.79,22.65,0.39,-0.03,-0.23,58.33,-0.26,-0.26,14.37,14.3,14.4,14.13,1.339915374,1.904090268,35223,118013,-0.42,-0.81,-1.16,79541,383152,0.13
34603,0.0000,0.0000,0.2534,82.94,0.00,18.96,0.00,0.00,0.00,0.00,0.00,0.00,-9.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.22,0.00,0.00,41.67,0.00,0.00,17.67,17.84,17.99,17.53,-0.897363993,2.579921481,41106,93121,-0.13,-0.22,-0.25,79559,306565,-0.11
32995,0.0000,0.0000,0.3123,61.18,36.65,15.06,0.00,0.00,0.00,0.00,0.00,0.00,77.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,50.00,0.00,0.00,18.68,18.94,19.1,18.61,-1.059322034,2.595338983,42228,76193,-0.63,-1.04,-1.33,79601,261131,-0.76
35370,-0.1105,0.1972,-0.6154,0.00,99.03,24.13,24.81,24.92,46.08,50.54,52.94,62.30,0.00,24.92,26.64,23.20,52.80,75.45,27.71,25.94,21.57,21.04,0.01,0.09,0.19,50.00,0.23,0.20,23.03,23.42,23.47,23,-1.370449679,2.012847966,39654,94729,0.29,0.63,0.97,79613,313139,-0.34
33588,-0.7573,-0.7106,-0.0933,0.00,0.00,18.67,19.46,19.50,69.67,57.99,77.70,70.81,0.00,18.95,19.60,18.29,76.09,63.46,26.42,18.98,12.41,17.08,0.27,0.18,0.13,0.00,0.02,-0.06,19.76,19.91,19.98,19.65,-1.44638404,1.645885287,25062,56816,0.02,0.08,0.15,79619,254299,-0.1
33975,-0.1727,-0.1549,-0.0355,0.00,0.00,19.31,20.40,20.60,73.50,64.71,81.22,66.26,0.00,20.09,20.83,19.34,88.83,58.66,34.23,24.27,17.58,29.40,0.12,0.06,-0.01,0.00,0.15,0.16,19.04,19.04,19.09,18.92,-1.142263759,0.882658359,37556,81230,-0.14,-0.28,-0.38,79637,283307,-0.2
34858,0.0000,0.0000,-0.0814,-56.87,0.00,16.75,0.00,0.00,0.00,0.00,0.00,0.00,101.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,50.00,0.00,0.00,18.91,18.91,19.01,18.87,-1.150026137,0.731834814,36756,64743,0.14,0.31,0.45,79644,267684,-0.08
34206,0.0000,0.0000,0.1853,103.17,21.93,18.83,0.00,0.00,0.00,0.00,0.00,0.00,9.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,41.67,0.00,0.00,18.32,18.35,18.51,18.18,-0.163487738,1.798365123,49628,112048,-0.29,-0.48,-0.61,79651,339272,0.05
32247,0.0888,-0.1469,0.4714,0.00,2.35,17.72,17.23,17.26,34.59,42.28,45.83,56.69,24.09,17.48,17.75,17.21,68.03,65.68,15.95,27.92,8.04,7.83,-0.23,-0.07,-0.02,0.00,-0.06,-0.08,18.3,18.27,18.34,18.12,0.993377483,1.214128035,23153,46481,0.09,0.19,0.29,79656,207040,0.01
33359,0.0000,0.0000,-0.0433,-34.40,50.00,20.32,0.00,0.00,0.00,0.00,0.00,0.00,101.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,0.00,50.00,0.00,0.00,21.25,20.85,21.44,20.84,1.383587786,2.86259542,48747,86167,0.25,0.45,0.6,79672,268440,-0.08
32610,0.4294,0.4545,-0.0502,0.00,44.21,20.82,19.55,20.14,56.05,50.83,49.42,45.22,57.82,19.97,20.92,19.03,48.03,38.79,30.74,23.47,11.01,9.24,0.04,0.07,0.08,0.00,-0.15,-0.14,20.64,20.52,20.65,20.38,0.048473097,1.308773631,16722,64533,0.9,1.56,2.08,79675,249715,-0.56
34988,-0.1899,-0.2007,0.0214,0.00,17.02,18.11,18.63,18.73,67.54,62.24,86.35,81.43,0.00,18.16,19.02,17.30,92.17,80.88,45.19,23.82,27.93,24.04,0.17,0.17,0.15,0.00,0.20,0.15,17.59,17.41,17.6,17.39,1.03388857,1.206203331,28514,52485,0.22,0.38,0.44,79678,276408,0.1
34057,0.0000,0.0000,-0.0293,75.84,23.64,20.29,0.00,0.00,0.00,0.00,0.00,0.00,-11.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.79,0.00,0.00,25.00,0.00,0.00,20.29,20.31,20.55,20.25,-0.587947085,1.469867712,41411,85404,-0.13,-0.17,-0.2,79695,298371,0.01
33259,0.0000,0.0000,-1.2273,-133.62,77.63,18.67,0.00,0.00,0.00,0.00,0.00,0.00,72.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,66.67,0.00,0.00,21.3,21.3,21.7,20.6,10.64935065,5.714285714,18301,26094,0.98,1.53,1.88,79715,225390,1.43
33626,-0.2895,-0.4055,0.2320,0.00,0.00,19.32,19.02,19.15,69.68,58.13,82.51,72.52,0.00,18.61,19.10,18.12,80.40,67.61,30.87,14.29,15.54,25.38,0.44,0.29,0.15,0.00,-0.06,-0.12,18.72,18.98,19.15,18.7,-1.16156283,2.37592397,46971,71744,-0.11,-0.14,-0.13,79726,244945,0.14
35033,0.0000,0.0000,0.0715,55.74,0.00,19.62,0.00,0.00,0.00,0.00,0.00,0.00,23.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.60,0.00,0.00,25.00,0.00,0.00,18.18,18.22,18.34,18.07,-0.438116101,1.47864184,42983,101092,0.27,0.45,0.59,79741,272810,0.1
33679,-0.0177,-0.0994,0.1636,0.00,0.00,20.28,20.66,20.77,58.76,62.02,77.33,81.43,0.00,20.42,21.11,19.72,86.04,91.22,30.16,9.30,27.58,20.82,0.59,0.49,0.30,0.00,0.24,0.22,19.15,19.15,19.24,19.02,-0.15641293,1.147028154,29634,56072,-0.13,-0.22,-0.24,79817,277212,0.14
33926,0.0000,0.0000,-0.0202,-82.86,76.25,19.43,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.87,0.00,0.00,16.67,0.00,0.00,20.19,20.35,20.36,20.13,-0.345508391,1.135241856,27832,38962,0.01,0,-0.01,79819,248207,0.27
36339,0.2125,0.1814,0.0622,0.00,0.00,21.30,21.45,21.52,60.19,62.94,78.99,79.43,0.00,20.90,21.97,19.83,78.90,84.12,23.60,0.00,54.03,37.71,0.48,0.47,0.48,66.67,0.37,0.35,18.23,18.35,18.41,18.18,-0.870038064,1.250679717,34046,167421,-0.11,-0.1,-0.02,79845,487829,0.23
37190,-0.7687,-0.9180,0.2986,0.00,0.00,18.12,19.43,19.80,66.40,54.07,59.60,43.61,0.00,19.05,20.17,17.92,53.35,29.29,22.80,0.00,14.37,30.02,0.21,0.11,0.02,41.67,-0.35,-0.44,21.98,21.98,21.98,21.98,-1.390758188,0,53171,142882,-0.22,-0.33,-0.34,79936,334336,0.16
33176,0.0000,0.0000,-0.9579,-3.74,39.64,29.11,0.00,0.00,0.00,0.00,0.00,0.00,58.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.00,50.00,0.00,0.00,34.54,35.6,35.75,34.2,-0.403690888,4.469434833,43393,70505,1.24,2.74,3.99,79998,212917,1.23
35282,0.0000,0.0000,-0.0151,65.37,0.00,23.13,0.00,0.00,0.00,0.00,0.00,0.00,54.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,21.23,21.58,21.75,21.02,-0.515463918,3.420805998,38583,66099,0.56,1.06,1.46,80027,285819,-0.02
38344,0.0000,0.0000,0.8415,38.57,35.57,44.79,0.00,0.00,0.00,0.00,0.00,0.00,109.29,0.00,0.00,0.00,0.00,0.00,0.00,28.48,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,44.18,44.18,44.4,43.75,-0.13562387,1.46925859,43832,171604,-0.08,0.1,0.4,80046,476319,-2.55
33402,0.0000,0.0000,-0.2908,-99.72,93.89,21.79,0.00,0.00,0.00,0.00,0.00,0.00,40.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29,0.00,0.00,58.33,0.00,0.00,19.71,20.06,20.18,19.68,-1.695760599,2.493765586,26462,54868,-0.11,-0.36,-0.6,80121,262314,-0.1
33953,-0.4723,-0.4676,-0.0094,0.00,0.00,19.32,20.09,20.21,64.55,62.13,66.88,71.39,0.00,19.33,20.87,17.78,66.57,76.73,49.48,16.32,49.53,38.41,0.52,0.46,0.43,0.00,0.21,0.03,18.95,19,19.11,18.92,-0.733368256,0.99528549,26452,51981,-0.15,-0.24,-0.31,80223,289021,0.37
34002,0.0000,0.0000,0.3913,79.73,29.53,19.45,0.00,0.00,0.00,0.00,0.00,0.00,94.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,0.00,50.00,0.00,0.00,20,20.28,20.34,19.93,-1.526341704,2.018709995,41498,82792,-0.03,-0.07,-0.1,80224,288002,-0.15
33753,0.4043,0.2777,0.2532,0.00,0.00,21.90,21.59,21.78,55.66,49.95,70.81,55.36,0.00,21.86,22.80,20.92,71.67,50.35,19.21,21.63,34.97,41.52,0.11,-0.11,-0.28,0.00,-0.12,-0.10,22.11,21.8,22.15,21.76,0.728929385,1.776765376,36533,86659,0.01,0.07,0.15,80244,292808,-0.12
35412,0.0916,0.1314,-0.0796,0.00,48.24,24.54,23.80,23.91,33.84,39.00,28.94,30.75,0.00,24.78,26.36,23.19,35.27,34.83,11.53,33.10,36.17,39.84,-0.37,-0.29,-0.22,16.67,-0.23,-0.17,24.47,23.72,24.5,23.72,3.161888702,3.28836425,38502,67579,0.48,0.97,1.45,80254,315881,1.29
36766,0.6555,0.4850,0.3410,0.00,0.00,31.62,32.89,33.48,53.00,52.33,51.65,57.18,0.00,32.41,35.39,29.43,52.74,72.28,41.30,0.00,26.59,30.59,0.39,0.33,0.25,58.33,-0.01,-0.18,32.87,31.96,32.9,31.83,2.622541367,3.34061817,46770,122254,0.93,1.55,2.12,80276,305436,-0.13
37109,0.0000,0.0000,0.4682,117.95,9.42,26.53,0.00,0.00,0.00,0.00,0.00,0.00,37.48,0.00,0.00,0.00,0.00,0.00,0.00,42.93,0.00,0.00,-0.50,0.00,0.00,0.00,0.00,0.00,27.74,27.5,27.76,27.38,0.434467777,1.375814627,37371,111815,0.61,0.7,0.87,80296,377522,0.22
33949,-0.4931,-0.4634,-0.0594,0.00,0.00,19.11,19.86,19.93,59.10,58.92,71.36,74.76,0.00,19.19,20.62,17.77,77.03,85.11,49.73,16.82,40.63,40.72,0.40,0.43,0.34,0.00,0.14,-0.06,19.09,19.4,19.47,19.02,-0.985477178,2.334024896,32746,62746,-0.13,-0.21,-0.28,80350,279823,0.14
32484,0.4473,0.2610,0.3726,0.00,2.35,19.33,17.25,17.29,33.22,44.63,20.10,34.71,-9.13,18.03,19.42,16.65,20.77,29.90,26.00,24.11,8.01,42.01,-0.07,0.10,0.26,0.00,0.37,0.59,15.74,15.56,15.76,15.51,1.811125485,1.617076326,24547,62133,0.28,0.38,0.44,80364,211466,-0.48
35472,-0.6580,-0.4366,-0.4428,0.00,77.01,21.39,18.96,19.12,16.00,29.06,7.20,13.50,0.00,20.77,22.49,19.06,3.80,5.86,12.77,29.32,15.63,21.93,-0.44,-0.21,0.02,16.67,-0.26,-0.16,22.42,22.43,22.62,22.25,-0.17809439,1.647373108,34449,69903,0.19,0.47,0.73,80399,302570,-0.56
35614,0.0000,0.0000,0.3405,85.89,0.00,20.53,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00,0.00,0.00,0.00,0.00,19.56,20.2,20.38,19.46,-3.83480826,4.523107178,46727,90990,-0.04,-0.09,-0.13,80429,307931,-0.01
35100,-0.3855,-0.3082,-0.1546,0.00,62.90,22.59,21.70,21.79,49.16,54.70,37.47,50.47,0.00,21.07,24.05,18.10,34.91,51.76,37.30,17.54,40.48,42.03,0.09,0.13,0.22,66.67,0.72,0.64,17.54,17.93,17.93,17.46,-1.460674157,2.640449438,35366,77085,0.36,0.52,0.63,80434,339637,0.13
36822,0.0000,0.0000,0.2225,25.20,63.04,30.22,0.00,0.00,0.00,0.00,0.00,0.00,10.52,0.00,0.00,0.00,0.00,0.00,0.00,44.82,0.00,0.00,-0.65,0.00,0.00,0.00,0.00,0.00,33.76,33.44,33.8,32.62,0.02962963,3.496296296,47952,142848,0.77,1.37,1.88,80437,357670,-0.32
34215,0.0286,0.0570,-0.0569,0.00,0.00,19.41,17.41,17.54,34.77,40.92,17.23,26.54,0.00,18.41,19.24,17.57,27.26,27.41,25.17,44.31,18.90,42.66,-0.27,-0.15,-0.07,0.00,0.09,0.19,17.73,17.97,18.01,17.7,-1.335559265,1.725097385,44456,106418,-0.32,-0.57,-0.74,80439,347024,-0.63
34394,0.0000,0.0000,0.0172,5.72,69.38,15.80,0.00,0.00,0.00,0.00,0.00,0.00,83.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,58.33,0.00,0.00,14.67,14.48,14.76,14.41,1.312154696,2.417127072,42567,114541,-0.17,-0.36,-0.56,80528,354194,-0.03
35193,0.0000,0.0000,-0.5876,-69.39,0.00,21.67,0.00,0.00,0.00,0.00,0.00,0.00,48.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,21,21.05,21.22,20.9,-0.521080057,1.515869256,34069,96532,0.92,1.6,2.02,80558,388197,-0.02
36672,0.0000,0.0000,0.1992,94.21,31.06,30.14,0.00,0.00,0.00,0.00,0.00,0.00,73.24,0.00,0.00,0.00,0.00,0.00,0.00,27.38,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,0.00,30,30.53,30.82,29.7,-1.671583088,3.670927565,48226,135881,0.93,1.6,2.15,80575,362684,0.35
33731,0.0000,0.0000,0.0077,45.32,41.53,22.95,0.00,0.00,0.00,0.00,0.00,0.00,44.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,33.33,0.00,0.00,20.71,20.65,20.83,20.6,-0.28887819,1.107366394,31793,81242,-0.09,-0.12,-0.07,80581,285252,0.12
33063,0.0000,0.0000,0.0656,-43.55,66.67,32.22,0.00,0.00,0.00,0.00,0.00,0.00,20.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.33,0.00,0.00,16.58,16.25,16.65,16.06,0.667880996,3.582270795,41434,80753,-0.79,-1.32,-1.71,80593,271265,0.21
32904,0.2153,0.2857,-0.1407,0.00,0.00,19.09,20.04,20.39,56.00,47.47,57.04,41.40,0.00,20.53,22.07,18.99,42.66,30.71,9.49,39.83,68.37,68.23,0.08,-0.17,-0.29,0.00,-0.42,-0.40,22.68,22.17,22.7,22.11,0.979519145,2.626892253,39878,65857,0.75,1.17,1.52,80593,263079,0.1
32490,0.5289,0.4019,0.2539,0.00,14.29,18.77,17.42,17.53,44.97,48.54,32.15,27.78,40.89,18.05,19.41,16.69,23.98,17.18,17.21,27.01,13.27,21.44,-0.21,-0.13,-0.03,0.00,0.12,0.37,16,16.03,16.17,15.89,-0.373599004,1.743462017,22081,0,0.5,0.72,0.84,80601,0,0.42
34885,-0.5035,-0.4449,-0.1172,0.00,87.97,17.43,17.85,17.86,48.17,51.90,58.82,62.54,0.00,17.78,18.31,17.25,76.81,64.68,32.09,18.14,22.80,30.52,0.06,0.10,0.07,0.00,0.12,0.08,17.18,17.11,17.22,17.02,-1.264367816,1.149425287,38058,88019,0.14,0.23,0.23,80610,294108,0.17
35187,0.0000,0.0000,-0.9103,-108.98,0.00,22.01,0.00,0.00,0.00,0.00,0.00,0.00,-4.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,20.86,21.13,21.45,20.81,0.240269101,3.075444498,43216,102287,1,1.58,2.04,80620,387282,0.1
32638,-0.1550,0.0763,-0.4624,0.00,90.32,19.37,20.18,20.27,55.97,52.78,55.38,51.10,63.94,19.99,20.96,19.03,57.80,46.92,31.17,13.14,20.10,15.22,0.08,0.00,-0.07,0.00,-0.01,-0.04,19.52,19.55,19.64,19.34,-1.214574899,1.518218623,32809,66698,0.99,1.46,1.75,80648,241600,0.36
33918,0.0000,0.0000,-0.1222,-49.73,63.81,19.78,0.00,0.00,0.00,0.00,0.00,0.00,-0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,50.00,0.00,0.00,20.47,20.8,20.8,20.45,-0.727449079,1.697381183,31472,77922,-0.1,-0.12,-0.1,80667,262885,-0.03
35516,0.0000,0.0000,0.1202,-65.28,0.00,19.97,0.00,0.00,0.00,0.00,0.00,0.00,85.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,20.7,20.6,20.85,20.53,0.290697674,1.550387597,44969,91338,0.01,0.07,0.12,80671,300214,-0.43
35578,0.0000,0.0000,-0.0397,-71.55,0.00,20.13,0.00,0.00,0.00,0.00,0.00,0.00,44.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,20.79,20.87,20.98,20.65,0,1.587301587,39918,104445,-0.11,-0.09,-0.02,80688,315617,0.32
33973,-0.1325,-0.1515,0.0380,0.00,0.00,19.22,20.30,20.53,72.43,63.85,67.95,49.85,0.00,20.03,20.73,19.33,61.61,31.07,36.46,23.83,19.91,37.15,0.05,0.01,-0.05,0.00,0.12,0.18,19.04,19.46,19.49,19,-2.358974359,2.512820513,45226,86231,-0.12,-0.24,-0.32,80719,278523,0.19
36516,0.0000,0.0000,-0.2182,-52.30,62.50,29.15,0.00,0.00,0.00,0.00,0.00,0.00,93.46,0.00,0.00,0.00,0.00,0.00,0.00,8.57,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,25.5,26.3,26.45,25.44,-2.894135567,3.846153846,46073,127140,0.57,1.25,1.96,80730,435646,0.37
34970,-0.1065,0.0330,-0.2790,0.00,67.01,17.84,18.18,18.57,88.65,74.33,76.49,70.61,0.00,17.75,18.37,17.14,73.77,63.41,40.96,12.77,28.96,20.18,0.38,0.27,0.26,0.00,0.11,0.07,17.76,17.57,17.81,17.57,1.081388731,1.365964713,40074,71676,0.3,0.45,0.55,80768,256668,-0.22
34211,0.1479,0.0317,0.2324,0.00,0.00,18.74,17.95,18.24,44.45,50.60,24.34,31.58,0.00,18.33,19.08,17.58,13.21,32.38,17.96,17.96,42.47,60.64,-0.26,-0.07,0.19,0.00,0.18,0.23,18.73,18.8,19.05,18.62,-0.372340426,2.287234043,45497,109896,-0.19,-0.35,-0.46,80791,340984,-0.44
